,Reviews,Sentiments
4013,"Never again: I ordered these pants and when I received them, which took awhile, they were the wrong size. I tried multiple times to contact the vendor to return them with no response. Then I had no choice but to keep them and eat the money. I would never order from this vendor again.",0
4014,Best book of the year: Flight #116 is Down is my all time favorite book. I love it and I have told many people about this book. It is a great book and I have deep respect for Caroline B. Cooney. I can hardly wait to read it again. For the hundreth time (literally!!) --This text refers to an out of print or unavailable edition of this title.,1
4015,"THE BLUE NOWHERE: This book caught me by surprise. I like Jeffrey Deavers, especially after The Bone Collector. But this book stands on it's own proper right. This book was simply explosive.",1
4016,"Prepare to swept away!: Once again the Gears have successfully transported me to another time and place where man was one with nature.This novel has everything a novel should have: war, romance, mysticism and even a happy ending.I love the characters like Badgetail, the reluctant warrior who must follow orders of his sadistic and mad sun chief, Tharon.Locust-the fierce warrior woman badgetail loves but can never have.Nightshade-the powerful dreamer who must communicate with Mother Earth to save them from Tharon's folly.Unforgettable entertainment that also teaches us as well. Forget Auel because these authors are the masters of prehistoric fiction!",1
4017,"Great idea, poor execution: McDevitt is a master of creating a mystery of cosmological proportions. When he is on, as for ""Engines of God"", the result is a poignant expoloration of the human condition within the context of the universe.Unfortunately, Infinity Beach falls quite short of these expectations. The beginning is wonderful, but then the execution of the idea fails. Character development is pedantic, and more time is spent on the actual footwork of solving the mystery, rather than developing the main theme of the novel.In short, the characters were un-memorable and it was a struggle to finish the book. If you want to experience the author at his best, my opinion is that you should read Engines of God.",0
4018,"pedophile: My wife picked this up for $2 as an addition to an order and left it out for me to read when I got home. I am shocked that a book like this could ever be printed. I am a father of a 13 year old and one year old. I have endured many an incredible moment with both of my daughters, but never have I thought about them in this light. As the fattest one? With a nice clean but? It as if this author had serious issues that need to be addressed.",0
4019,"Don't waste your money: I read exactly half the book and stopped. Based on all the criticisms of the unlikely ending, that was a good decision. As it is there went hours of my life I won't get back! The book is silly and laughable. The premise sounded great - but the book is bad. Really bad.",0
4020,"Foreigner, Green Day,Dire Straits, GNR, and Nirvana are all much better: HAHAHA! What a joke. Who all likes awful bands in THE BEATLES, PINK FLOYD, ROLLING STONES, STEVE MILLER, BOSTON, QUEEN, and AC/DC so much? THEY ALL SUCK, And the Beatles White Album has to be one of the stupidest, dumbest CDs on the planet contains awful jokes in WHILE MY GUITAR GENTLY WEEPS, Each and every songespecially that one is awful. Stay far away from this and go download songs from Foreigner, Dire Straits, Green Day, GNR, and Nirvana insted. I'm glad you can't download THE BEATLES as they suck.",0
4021,"Abusive, Damaging, & Reprehensible: This self-published book amounts to a child abuse manual for those wishing to learn how to psychologically and physically harm children.Neither of the Pearls have any training in child behavior, psychology or education. Neither of the Pearls have any theological training. They are lay people with NO 'expertise' other than in getting published and marketing their brand of psychological torture.This book has been found in the homes of several murdered children....tortured, maimed, and murdered employing exactly the same 'advice' given in this book.A good history on this book can be found at:[...]and this article details more about the murdered children from followers of this couple.[...]",0
4022,"Too Complex: I am a long time US Robotics Pilot 1000 to Palm V user who has been thrilled with the battery life and utter simplicity of the palm series. This device doesn't even come close on the basic aspect of calendar entry or viewing. The day/week/month chooser on the palm is always on the calender screen. With iPaq it is always at least two clicks away. Neither one will allow greater that 1/2 hr apptments that are clearly distinguished. The screen however, just absolutely leave Palm in the dust.... If Palm Vc was out with the screen on the iPaq I would have bought it a year ago....However, it will virtually always eliminate one of Palms other big attractions and that is either the loooong life of very simple and inexpensive batteries.",1
